MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability,id
4,4,4,8,14,4,6,4,3,2,4,4,5,3,4,4,4,8,4,5,0.49,35671
3,2,7,6,3,5,4,6,1,10,6,4,4,6,10,2,4,5,4,9,0.505,35672
2,6,8,5,3,5,6,5,5,8,5,4,4,6,3,6,5,3,4,7,0.5,35673
6,3,5,4,0,4,5,7,6,2,4,5,2,7,5,5,6,7,3,4,0.45,35674
6,5,9,6,5,5,4,4,5,5,7,6,9,6,7,7,6,4,9,3,0.59,35675
0,5,6,9,11,12,4,5,8,5,5,6,5,3,3,4,7,4,4,3,0.545,35676
7,3,5,9,5,6,5,5,3,4,6,5,2,3,6,3,4,7,9,6,0.515,35677
2,6,0,9,6,4,6,5,3,10,4,3,11,8,7,5,6,1,1,5,0.51,35678
8,6,8,7,6,4,7,4,4,2,4,1,6,6,4,4,5,5,2,3,0.48,35679
4,2,4,7,5,6,6,7,8,7,2,3,9,5,5,7,2,4,7,7,0.535,35680
9,9,6,6,5,3,6,2,5,5,7,7,2,2,7,3,2,6,4,4,0.5,35681
4,3,5,8,4,6,4,4,3,9,7,2,3,6,3,6,3,6,6,4,0.48,35682
8,4,6,3,14,7,10,4,12,4,6,5,4,7,2,2,5,3,2,5,0.565,35683
6,6,5,5,6,5,7,2,8,4,2,5,5,9,4,5,4,4,3,7,0.51,35684
4,2,1,4,3,0,6,5,5,8,7,4,4,6,4,7,6,4,8,4,0.46,35685
6,4,6,4,5,6,7,3,3,8,9,7,6,4,8,4,7,1,2,5,0.525,35686
4,3,5,5,2,4,4,3,7,2,2,6,3,7,3,4,6,5,7,1,0.415,35687
5,3,5,6,2,2,3,5,4,6,6,6,5,4,3,6,4,3,3,5,0.43,35688
5,6,7,5,3,6,10,5,7,3,3,5,2,3,2,5,6,4,13,5,0.525,35689
3,6,4,2,5,3,8,5,9,6,3,6,3,2,3,2,6,5,6,4,0.455,35690
3,2,4,5,4,2,1,8,10,4,5,7,10,6,3,2,4,11,2,6,0.495,35691
8,7,4,4,3,7,5,7,4,4,5,4,6,7,3,5,5,5,6,4,0.515,35692
4,5,7,6,2,6,6,9,8,2,5,5,8,9,2,6,9,8,5,5,0.585,35693
5,9,3,1,2,4,9,8,8,6,10,6,4,3,4,4,5,4,9,2,0.53,35694
3,2,6,7,9,4,4,6,7,4,5,3,7,2,5,6,5,5,3,2,0.475,35695
4,3,6,4,13,5,5,3,5,3,5,8,7,3,2,6,6,9,3,3,0.515,35696
6,4,6,4,0,2,5,2,3,3,6,5,4,6,8,5,7,7,6,6,0.475,35697
2,5,4,3,6,5,6,3,6,6,1,0,4,3,5,9,4,5,6,6,0.445,35698
3,8,7,7,3,1,5,5,5,4,3,6,7,5,4,6,11,7,3,6,0.53,35699
6,5,5,4,4,5,6,5,8,1,8,5,4,4,5,5,4,6,6,3,0.495,35700
11,4,7,3,5,9,9,11,5,9,2,4,9,9,5,7,5,5,4,10,0.665,35701
3,2,3,2,6,4,7,4,2,5,4,4,4,3,5,2,4,5,2,4,0.375,35702
5,7,3,8,7,6,4,6,8,5,7,9,4,11,1,4,7,4,7,10,0.615,35703
3,4,7,7,8,3,0,4,7,5,7,2,2,7,6,1,8,7,5,7,0.5,35704
2,5,4,4,8,6,7,4,4,10,5,5,10,6,7,4,5,6,8,7,0.585,35705
3,5,5,8,5,6,5,5,7,6,3,5,3,4,5,6,0,10,3,6,0.5,35706
2,4,5,5,3,7,8,6,8,3,5,9,4,6,5,8,8,5,6,2,0.545,35707
3,6,4,2,8,2,10,5,3,7,6,4,3,10,5,4,2,4,5,10,0.515,35708
4,2,5,5,2,4,2,6,3,6,6,2,1,5,6,6,7,7,8,4,0.455,35709
7,8,4,5,5,9,8,5,10,5,8,5,3,3,4,4,2,7,6,3,0.555,35710
5,7,6,3,2,6,9,5,2,4,5,9,6,5,9,5,6,4,4,10,0.56,35711
5,3,8,7,3,6,1,4,8,5,2,2,4,4,5,4,0,2,6,4,0.415,35712
3,5,5,6,3,3,2,4,6,2,4,4,6,2,5,6,4,3,4,7,0.42,35713
5,6,3,3,13,5,6,3,9,6,1,3,2,3,5,8,7,3,5,6,0.51,35714
5,5,8,3,6,7,4,4,6,4,6,4,2,7,6,3,3,4,5,5,0.485,35715
7,2,4,4,3,6,6,3,7,4,13,4,10,3,5,5,8,5,6,3,0.54,35716
3,5,3,4,6,6,4,5,4,4,3,3,6,7,4,9,6,3,3,0,0.44,35717
4,8,8,3,7,6,5,6,2,5,5,5,7,9,12,5,9,0,5,4,0.575,35718
5,3,7,7,2,5,7,3,4,9,2,3,5,4,6,3,4,10,6,5,0.5,35719
3,3,8,3,9,7,3,4,2,13,3,5,4,9,5,6,11,8,6,2,0.57,35720
2,5,4,5,6,8,6,5,6,7,5,5,7,5,2,8,6,6,5,2,0.525,35721
3,4,8,7,3,5,2,4,1,6,3,4,6,4,7,4,3,5,3,4,0.43,35722
6,3,10,5,7,2,6,5,2,1,5,3,6,2,1,6,5,7,4,6,0.46,35723
6,6,6,6,8,9,4,5,7,6,6,6,3,5,11,7,4,3,5,4,0.585,35724
7,5,4,5,8,5,3,8,4,2,5,8,3,5,7,8,4,5,4,7,0.535,35725
3,6,4,2,7,5,5,5,7,8,7,5,9,5,5,7,1,2,3,3,0.495,35726
2,1,3,6,3,3,7,3,1,3,4,6,7,9,5,3,5,6,5,2,0.42,35727
5,2,2,5,7,5,2,2,4,5,5,3,5,2,1,6,5,5,4,6,0.405,35728
2,0,4,3,11,3,3,5,5,4,5,3,7,8,4,7,3,3,5,2,0.435,35729
3,7,7,3,4,7,5,7,3,2,3,4,4,8,7,7,4,6,6,5,0.51,35730
6,7,4,2,5,5,3,7,6,4,4,5,4,5,7,2,5,2,5,4,0.46,35731
4,3,7,3,5,3,4,7,5,4,8,4,4,5,3,7,7,6,5,6,0.5,35732
6,8,5,4,5,4,4,4,2,4,4,5,2,2,8,8,4,5,4,5,0.465,35733
6,4,2,4,3,4,10,3,6,3,4,3,3,5,3,3,3,6,5,9,0.445,35734
7,8,4,4,7,4,5,3,2,9,3,6,4,3,11,5,4,8,5,8,0.55,35735
9,2,2,3,4,6,12,4,1,2,7,3,10,4,5,7,6,3,6,8,0.52,35736
5,1,5,4,5,5,6,4,3,4,1,5,4,4,5,6,5,6,1,6,0.425,35737
5,5,3,7,3,4,4,3,4,4,3,8,5,5,5,9,3,2,6,4,0.46,35738
1,6,4,6,5,5,7,10,5,7,3,3,7,7,7,7,2,5,7,4,0.54,35739
3,5,5,7,2,5,2,7,7,4,3,3,4,6,8,5,5,5,4,5,0.475,35740
3,3,6,2,9,2,6,5,6,3,5,3,3,4,6,1,3,5,4,5,0.42,35741
6,6,4,4,5,4,7,5,4,4,3,7,5,6,5,9,3,6,7,5,0.525,35742
5,2,3,1,8,8,4,2,6,6,5,9,3,6,5,2,7,5,2,6,0.475,35743
3,5,7,5,2,2,2,6,6,4,5,3,5,4,3,5,4,4,7,6,0.44,35744
7,6,3,2,1,5,3,5,8,13,6,3,4,2,6,4,3,8,5,6,0.5,35745
6,6,3,4,3,7,4,6,4,5,3,8,7,6,6,3,5,3,5,7,0.505,35746
4,3,7,5,6,3,10,3,2,3,3,2,4,5,6,4,10,8,4,5,0.485,35747
5,5,3,1,7,2,7,8,6,6,2,6,3,3,4,4,2,4,6,9,0.465,35748
5,3,3,4,5,8,4,6,6,1,8,5,1,7,4,2,3,4,7,9,0.475,35749
6,9,6,5,5,2,8,2,4,3,4,6,4,4,7,6,4,3,4,6,0.49,35750
8,1,5,5,4,1,7,4,8,2,4,4,8,6,4,4,5,2,8,6,0.48,35751
6,2,6,4,6,8,6,1,3,7,4,4,6,6,4,3,10,13,8,11,0.59,35752
5,2,10,6,9,2,7,4,4,3,6,4,8,8,4,4,7,5,7,3,0.54,35753
4,5,6,6,5,7,6,3,4,6,4,6,5,4,7,4,5,8,4,7,0.53,35754
8,5,5,4,4,4,5,3,3,3,4,7,5,5,3,6,4,7,8,3,0.48,35755
9,4,2,2,3,4,6,3,3,3,4,7,5,4,1,8,5,4,8,6,0.455,35756
8,5,4,4,5,6,6,10,4,7,2,1,5,10,8,6,3,3,4,5,0.53,35757
5,7,4,2,7,5,4,6,10,8,2,7,5,5,7,5,2,8,5,7,0.555,35758
9,14,5,5,6,3,4,6,5,3,8,2,8,11,2,6,5,3,2,5,0.56,35759
7,4,6,9,5,4,10,10,5,6,3,5,8,4,2,4,7,2,6,9,0.58,35760
4,4,5,6,5,5,4,3,7,7,3,5,8,6,6,3,4,6,10,1,0.51,35761
5,1,7,3,8,1,6,3,4,3,5,7,1,2,5,7,2,2,3,7,0.41,35762
6,8,5,2,4,6,4,6,3,11,6,6,5,3,3,4,14,3,4,3,0.53,35763
5,5,3,5,2,8,8,7,5,1,10,6,2,2,7,3,9,3,4,10,0.525,35764
4,1,4,9,6,4,8,6,4,6,7,8,7,3,8,2,5,4,4,4,0.52,35765
5,0,2,4,3,2,5,3,7,5,8,10,8,2,6,9,3,4,6,9,0.505,35766
6,4,6,5,3,10,7,10,2,1,5,3,1,5,6,6,6,2,6,8,0.51,35767
3,6,6,5,5,6,4,5,8,4,7,3,4,7,5,7,6,6,5,4,0.53,35768
4,3,8,4,4,8,5,10,5,8,5,6,2,4,5,2,4,6,5,7,0.525,35769
5,3,7,5,6,6,3,4,4,4,2,5,10,2,5,4,9,3,4,8,0.495,35770
1,5,8,3,6,3,3,4,7,3,6,6,1,4,7,3,2,3,7,4,0.43,35771
2,2,3,2,5,4,6,6,3,4,0,2,4,6,3,7,3,6,6,6,0.4,35772
5,3,6,1,5,3,3,3,4,10,7,5,3,2,6,4,7,5,5,7,0.47,35773
6,3,7,4,5,5,2,4,10,3,7,7,5,6,6,2,3,3,4,2,0.47,35774
4,11,1,6,7,5,8,5,4,7,6,3,5,8,4,5,5,6,5,6,0.555,35775
4,5,4,6,4,6,4,3,5,3,3,5,3,8,6,3,5,4,6,2,0.445,35776
11,5,3,7,4,8,9,5,8,7,2,3,4,1,7,6,5,8,5,5,0.565,35777
6,6,7,8,2,1,6,4,0,5,3,4,2,6,4,8,3,5,2,9,0.455,35778
12,5,2,3,3,7,6,5,8,5,6,4,4,7,5,2,10,5,2,2,0.515,35779
7,2,4,6,8,6,3,3,2,2,4,5,5,7,6,4,9,6,4,3,0.48,35780
6,3,11,7,4,7,10,5,3,8,6,3,4,6,5,3,5,8,7,4,0.575,35781
4,3,8,4,4,4,5,5,5,4,5,8,5,5,2,3,6,3,1,4,0.44,35782
6,8,7,5,5,9,2,2,7,5,5,2,3,7,5,6,3,5,3,4,0.495,35783
5,5,4,5,0,4,3,6,3,7,5,9,4,3,3,5,5,4,4,5,0.445,35784
6,4,3,2,3,8,3,6,8,8,4,7,7,3,2,3,9,5,3,5,0.495,35785
7,4,7,4,3,5,6,6,5,4,6,4,3,3,4,4,4,7,4,4,0.47,35786
2,6,7,4,6,2,4,7,8,5,2,3,7,6,3,5,8,6,9,1,0.505,35787
9,6,1,3,5,9,3,10,6,2,6,10,3,4,4,7,3,5,2,6,0.52,35788
3,5,2,6,7,6,4,4,4,5,6,4,4,4,4,10,4,6,4,2,0.47,35789
6,5,6,4,4,9,9,5,6,4,7,4,7,8,2,4,1,4,4,7,0.53,35790
4,7,9,9,3,4,4,6,3,1,6,1,6,4,4,7,5,8,9,8,0.54,35791
2,7,8,5,8,3,5,8,4,6,3,7,7,2,5,4,6,5,3,8,0.53,35792
6,9,4,11,5,5,9,2,7,2,6,4,4,3,4,5,7,3,6,1,0.515,35793
2,5,4,3,4,3,6,4,5,5,9,3,4,6,0,9,3,4,10,3,0.46,35794
5,7,2,3,8,9,6,4,3,8,2,3,2,5,5,6,11,9,2,5,0.525,35795
9,5,5,6,4,6,4,6,6,2,9,7,8,4,5,6,7,8,7,8,0.61,35796
2,4,5,6,2,6,9,5,9,3,1,1,4,8,8,6,5,6,2,3,0.475,35797
3,7,6,4,7,6,3,3,2,3,4,5,6,7,2,6,3,1,3,2,0.415,35798
4,6,7,4,3,8,7,5,2,6,4,2,3,7,7,4,4,10,5,5,0.515,35799
4,6,6,10,1,6,4,4,4,8,5,7,5,9,3,3,11,5,4,7,0.56,35800
9,5,5,2,4,7,5,5,8,5,5,8,9,6,4,3,9,4,4,6,0.565,35801
4,3,5,7,4,5,8,8,8,11,8,5,1,2,3,6,8,2,4,4,0.53,35802
6,4,7,0,5,5,6,3,6,6,7,9,7,5,5,8,5,5,1,8,0.54,35803
4,7,5,8,1,4,6,6,4,9,6,5,2,5,5,7,4,2,4,5,0.495,35804
6,6,3,6,5,4,8,5,1,7,2,10,5,2,2,10,3,10,3,10,0.54,35805
7,4,5,4,6,3,5,3,13,3,8,5,4,5,7,6,2,4,6,4,0.52,35806
1,9,2,3,9,3,4,7,5,5,1,6,4,7,8,4,5,6,3,5,0.485,35807
5,2,3,7,5,6,3,10,8,4,6,5,2,4,9,8,10,10,3,3,0.565,35808
3,5,5,5,4,4,8,8,8,5,4,10,4,4,4,2,2,5,4,5,0.495,35809
4,3,2,6,7,6,5,8,4,4,5,2,3,5,8,4,6,3,11,4,0.5,35810
7,5,2,6,8,5,4,4,2,6,6,4,4,5,3,6,7,8,5,3,0.5,35811
7,5,8,5,10,1,7,4,5,5,5,7,3,1,8,5,2,7,5,9,0.545,35812
6,6,4,6,5,5,4,8,3,3,5,5,2,8,7,1,5,7,6,3,0.495,35813
4,3,4,4,6,6,8,6,4,4,6,6,5,3,7,4,5,8,5,6,0.52,35814
6,8,5,4,8,5,8,3,6,5,7,5,3,4,6,8,5,6,5,3,0.55,35815
10,3,11,8,6,7,3,4,2,4,6,6,5,7,3,6,4,7,4,6,0.56,35816
7,4,3,3,5,8,3,7,6,5,6,9,7,6,6,2,7,8,8,6,0.58,35817
7,4,5,6,6,6,2,4,6,5,7,4,9,1,8,5,2,4,7,5,0.515,35818
0,7,6,4,6,4,7,3,5,3,8,5,9,7,5,1,6,3,1,2,0.46,35819
5,5,1,6,4,3,4,4,4,5,5,7,1,5,5,6,7,3,2,5,0.435,35820
5,4,4,6,2,6,5,3,5,6,3,5,6,10,2,7,1,5,8,5,0.49,35821
5,7,5,5,12,4,6,5,2,4,5,1,4,3,11,9,2,0,4,7,0.505,35822
6,7,5,6,9,6,3,10,7,5,0,6,3,6,6,4,8,3,5,2,0.535,35823
6,4,7,5,2,5,6,1,3,6,5,1,5,7,4,6,1,8,4,7,0.465,35824
7,5,5,2,1,2,3,5,3,6,5,2,8,6,6,2,9,2,4,5,0.44,35825
4,11,8,4,8,10,5,9,8,5,4,2,6,2,5,5,3,6,7,3,0.575,35826
8,4,12,7,5,4,5,7,8,5,6,3,7,8,4,7,3,7,6,3,0.595,35827
7,4,5,3,7,7,3,5,3,8,4,5,2,2,2,6,3,4,4,7,0.455,35828
10,4,4,4,8,7,7,2,5,10,2,3,6,3,2,5,4,3,4,4,0.485,35829
4,9,4,5,8,3,8,2,4,4,5,4,4,10,7,2,3,5,3,3,0.485,35830
4,4,9,5,7,3,7,5,6,3,4,7,3,8,1,4,2,4,4,4,0.47,35831
8,4,7,6,6,6,3,6,7,8,9,4,5,2,8,7,4,3,3,9,0.575,35832
1,2,4,8,7,5,7,5,6,6,6,2,6,4,4,2,5,4,7,5,0.48,35833
5,3,6,5,3,3,4,1,3,2,7,2,7,7,6,7,4,5,9,3,0.46,35834
9,4,5,5,5,7,8,6,8,5,8,3,3,6,4,6,8,6,2,3,0.555,35835
5,1,7,4,3,2,5,11,9,5,5,6,3,1,4,4,6,7,9,3,0.5,35836
6,3,6,6,9,8,4,6,3,2,4,6,4,11,4,9,4,7,4,6,0.56,35837
4,10,10,8,5,6,5,7,5,8,2,9,8,10,8,3,7,2,9,4,0.65,35838
8,6,7,6,2,5,6,1,7,4,8,6,5,7,10,4,8,3,3,4,0.55,35839
5,5,4,3,6,2,2,9,4,4,4,9,1,9,3,6,3,7,7,7,0.5,35840
6,3,5,5,4,2,6,5,4,10,3,6,9,5,2,2,7,5,4,7,0.5,35841
5,9,1,3,6,2,0,4,2,4,5,2,2,3,8,4,2,6,8,3,0.395,35842
4,7,4,6,3,3,5,5,8,0,7,3,3,5,5,12,2,7,5,11,0.525,35843
8,5,4,6,1,7,10,10,2,4,7,9,5,3,6,6,10,9,4,8,0.62,35844
6,6,3,9,2,6,4,10,7,4,10,11,2,4,11,4,4,6,5,7,0.605,35845
4,5,4,6,4,6,4,4,1,8,10,2,8,4,3,6,4,5,6,5,0.495,35846
3,5,4,7,8,6,7,8,5,6,2,5,0,0,5,10,4,2,4,3,0.47,35847
4,5,2,6,8,3,5,8,5,5,7,2,5,5,5,6,5,9,3,3,0.505,35848
6,3,6,6,10,6,2,6,3,2,3,4,5,5,4,8,1,4,6,6,0.48,35849
8,7,6,5,6,6,5,5,9,5,7,7,3,5,2,3,2,6,4,1,0.51,35850
7,4,4,4,3,2,9,10,4,7,6,7,8,7,5,4,5,2,4,6,0.54,35851
1,9,5,1,4,5,4,4,6,5,6,8,6,4,2,10,3,9,7,9,0.54,35852
4,9,4,4,10,6,5,3,5,8,6,4,7,7,5,8,5,2,5,3,0.55,35853
5,5,5,2,4,7,8,10,4,2,5,9,3,5,7,3,4,9,5,5,0.535,35854
5,7,4,4,5,3,7,9,4,7,6,6,4,3,2,4,6,8,4,5,0.515,35855
4,4,8,3,5,7,8,7,4,6,3,8,5,5,5,4,5,4,5,5,0.525,35856
4,5,7,2,3,3,4,3,7,2,5,5,4,8,12,8,6,4,4,6,0.51,35857
4,5,6,6,7,6,9,2,2,4,5,6,4,6,6,10,1,7,7,7,0.55,35858
10,5,4,5,5,5,7,2,3,3,7,6,5,5,6,6,8,6,6,2,0.53,35859
6,2,3,4,2,6,1,11,5,6,7,5,6,6,5,10,5,5,9,6,0.55,35860
3,8,3,2,2,3,10,7,6,4,3,6,5,4,4,12,2,1,8,8,0.505,35861
10,7,3,8,5,3,6,5,7,2,5,4,6,6,5,6,11,3,5,7,0.57,35862
6,5,8,5,1,4,10,7,5,4,5,3,8,4,7,4,7,5,6,3,0.535,35863
4,7,7,7,4,7,8,2,3,6,3,4,5,4,5,4,6,5,5,8,0.52,35864
5,4,4,3,7,4,4,6,1,5,10,7,2,5,3,5,4,4,6,4,0.465,35865
7,5,5,9,4,8,10,6,5,2,7,6,6,6,6,5,7,3,4,7,0.59,35866
4,8,4,2,7,4,5,5,8,4,5,3,8,8,5,11,6,6,1,4,0.54,35867
5,8,5,4,5,2,1,1,4,9,5,6,4,3,9,5,5,7,4,6,0.49,35868
6,10,6,4,5,3,3,4,2,4,5,5,7,4,3,7,6,3,9,7,0.515,35869
4,8,6,6,6,8,5,7,5,5,5,2,5,6,5,4,6,8,3,5,0.545,35870
5,2,2,6,4,2,7,4,6,8,3,2,3,5,1,5,5,4,6,2,0.41,35871
1,2,5,4,8,4,8,4,6,4,5,7,7,6,5,5,2,3,5,5,0.48,35872
4,9,5,5,6,4,8,6,4,4,10,4,6,5,5,3,3,8,8,7,0.57,35873
8,3,7,9,2,6,4,4,4,2,9,3,1,3,2,3,4,4,4,5,0.435,35874
3,10,8,9,4,2,4,4,3,7,3,6,4,8,4,3,4,6,8,3,0.515,35875
4,1,2,6,7,1,7,5,3,3,6,6,7,6,4,8,4,6,0,2,0.44,35876
5,8,5,3,1,3,3,7,6,5,8,7,6,8,6,5,3,6,4,4,0.515,35877
5,6,7,5,1,5,3,8,8,6,6,7,3,3,2,6,6,6,8,9,0.55,35878
8,3,2,7,2,5,3,5,7,10,3,5,4,4,4,3,3,6,4,6,0.47,35879
6,6,8,6,5,9,5,4,5,6,7,9,5,4,6,4,6,7,8,5,0.605,35880
8,8,4,2,6,5,6,3,6,4,7,6,4,6,5,6,7,5,7,10,0.575,35881
9,5,4,3,4,5,5,8,3,5,7,5,3,7,8,4,7,5,5,3,0.525,35882
4,9,6,6,6,4,4,6,4,3,4,3,5,10,7,5,7,5,2,4,0.52,35883
5,2,1,8,4,6,2,2,10,2,2,4,6,5,2,7,7,5,2,5,0.435,35884
5,6,3,3,4,5,7,3,8,4,8,4,4,3,8,5,4,5,3,3,0.475,35885
8,4,6,3,7,1,4,5,6,5,5,7,6,11,3,3,2,3,4,3,0.48,35886
7,5,4,5,4,2,6,7,5,5,1,1,4,4,3,6,3,5,9,4,0.45,35887
7,4,9,5,2,4,4,7,4,8,5,6,1,7,5,6,7,6,6,6,0.545,35888
4,2,5,7,5,6,3,4,7,8,9,6,2,6,2,7,3,4,4,6,0.5,35889
6,8,4,4,8,9,5,8,8,7,3,9,4,4,2,7,7,5,4,3,0.575,35890
3,7,5,4,5,5,8,7,9,3,5,4,3,6,2,9,5,9,3,6,0.54,35891
3,4,2,6,3,5,0,8,6,8,8,2,3,3,2,6,5,8,6,1,0.445,35892
3,4,4,4,11,4,3,3,8,2,4,6,3,4,8,1,5,2,9,6,0.47,35893
4,5,4,3,4,3,4,3,5,6,6,1,3,6,4,9,4,4,7,4,0.445,35894
5,5,7,6,4,2,5,3,2,7,3,6,5,5,5,4,9,7,3,1,0.47,35895
8,10,6,6,2,5,3,7,3,5,3,7,12,4,6,5,6,8,4,2,0.56,35896
4,4,3,9,5,6,8,4,5,5,7,2,4,5,9,5,5,4,3,5,0.51,35897
2,5,1,4,9,3,4,6,4,4,3,6,2,1,4,3,7,0,8,6,0.41,35898
7,6,11,6,5,6,5,8,4,7,3,8,6,6,5,4,4,6,2,6,0.575,35899
6,7,3,6,7,2,7,6,4,3,5,4,1,3,8,4,3,6,11,6,0.51,35900
12,5,7,8,2,4,3,4,4,1,8,6,3,7,5,7,4,7,8,6,0.555,35901
4,5,3,2,4,3,3,5,6,0,7,7,7,3,5,3,4,3,7,6,0.435,35902
7,2,5,6,4,4,8,6,3,5,9,2,4,5,3,5,5,6,4,3,0.48,35903
1,6,5,4,3,1,6,8,9,3,3,10,6,12,4,10,7,4,3,7,0.56,35904
2,11,3,10,5,7,2,6,2,3,4,4,0,10,4,1,2,4,7,6,0.465,35905
5,4,6,3,4,3,3,6,2,7,2,5,3,5,5,8,1,7,3,3,0.425,35906
11,4,7,3,6,6,6,2,7,4,6,2,5,3,5,7,5,4,7,2,0.51,35907
6,3,4,4,3,6,5,10,6,5,4,7,7,2,4,7,6,5,4,5,0.515,35908
4,4,3,5,5,7,8,3,6,3,5,6,2,2,8,4,6,7,7,7,0.51,35909
5,3,7,1,4,7,3,5,2,4,5,8,6,8,3,6,4,4,3,7,0.475,35910
7,4,4,6,4,6,8,5,6,3,4,4,4,3,9,6,6,8,3,4,0.52,35911
3,9,4,6,7,4,5,4,8,1,7,5,4,8,3,8,6,4,5,3,0.52,35912
6,7,3,1,7,9,6,3,5,7,4,4,5,3,6,8,5,6,5,3,0.515,35913
7,3,4,4,4,5,11,8,2,6,3,6,3,5,5,6,8,4,7,7,0.54,35914
4,6,4,7,6,5,4,2,6,6,4,8,5,10,5,5,4,7,7,8,0.565,35915
4,7,7,1,8,10,7,5,6,3,2,6,6,5,1,2,2,7,4,7,0.5,35916
7,5,6,2,8,8,1,9,6,5,5,7,7,5,5,8,5,4,5,8,0.58,35917
5,3,4,4,2,5,7,8,4,7,10,3,4,7,6,3,4,8,7,2,0.515,35918
2,6,5,6,5,2,3,6,3,7,6,4,6,4,6,2,5,2,10,3,0.465,35919
3,5,4,5,4,5,5,5,7,3,2,5,4,3,4,7,3,8,3,2,0.435,35920
2,5,5,8,4,3,2,6,2,7,4,1,6,4,2,3,1,0,7,7,0.395,35921
3,5,5,3,7,4,6,3,8,4,7,3,2,6,8,6,7,3,10,4,0.52,35922
4,6,5,5,3,6,5,7,6,6,2,6,6,3,3,4,1,6,2,10,0.48,35923
4,2,3,9,4,7,5,6,8,3,5,5,3,6,4,7,3,3,1,5,0.465,35924
9,4,3,3,5,3,5,9,3,3,8,3,7,7,1,9,6,8,5,6,0.535,35925
3,5,5,2,7,5,9,3,5,6,6,2,4,6,4,3,7,4,7,4,0.485,35926
9,6,9,7,6,6,4,6,7,8,6,2,7,4,2,8,8,3,3,6,0.585,35927
8,4,5,2,1,4,6,7,5,3,3,5,6,2,3,5,4,5,6,9,0.465,35928
5,5,7,2,4,5,10,4,3,1,4,3,7,4,7,9,5,6,6,8,0.525,35929
4,8,4,4,8,5,3,2,3,5,6,8,6,5,6,9,5,4,5,4,0.52,35930
10,9,7,7,2,3,3,1,6,3,9,3,5,4,6,4,3,3,3,3,0.47,35931
4,6,2,7,15,8,1,3,2,5,4,8,8,6,5,5,5,6,7,6,0.565,35932
7,3,5,4,3,2,6,6,6,6,5,7,4,5,2,8,3,7,2,4,0.475,35933
5,2,7,3,5,5,5,5,5,7,2,10,3,5,4,5,1,5,6,2,0.46,35934
7,3,6,2,4,12,5,4,7,5,8,1,3,6,4,6,4,5,6,4,0.51,35935
7,3,2,2,6,3,4,7,10,5,4,3,4,9,2,10,6,6,2,4,0.495,35936
4,10,8,4,5,2,7,5,3,4,5,6,4,7,4,1,2,6,6,3,0.48,35937
4,5,5,6,6,3,10,4,1,2,8,4,4,1,6,4,6,4,8,4,0.475,35938
10,1,5,1,5,3,7,2,3,7,6,4,6,2,5,2,5,5,9,5,0.465,35939
4,5,10,6,5,5,5,3,6,2,5,2,5,8,4,5,6,6,9,8,0.545,35940
4,5,6,5,0,8,6,4,3,8,8,5,4,4,3,2,7,2,3,2,0.445,35941
9,2,12,8,5,6,6,8,6,4,3,5,4,4,1,2,4,0,3,6,0.49,35942
4,4,6,8,1,6,5,0,7,3,3,6,3,8,3,8,4,5,7,3,0.47,35943
9,4,3,3,6,4,7,3,8,7,2,5,3,1,9,4,2,9,5,12,0.53,35944
3,8,8,6,3,4,1,7,4,4,8,5,4,4,7,7,3,4,7,5,0.51,35945
4,6,5,3,3,2,10,10,5,5,4,4,8,2,6,4,6,4,4,4,0.495,35946
4,3,3,5,3,6,4,10,5,3,6,3,9,5,3,9,8,3,6,8,0.53,35947
4,3,6,4,10,7,5,11,4,11,2,0,6,7,7,5,3,1,2,8,0.53,35948
1,6,2,5,6,5,3,4,1,4,3,6,4,0,6,7,3,4,8,8,0.43,35949
5,5,10,7,7,4,4,7,3,3,6,5,9,3,5,2,4,1,2,5,0.485,35950
7,5,1,3,9,6,4,5,4,6,4,5,7,4,6,7,7,8,4,5,0.535,35951
8,5,2,3,1,10,4,5,5,3,8,6,4,6,7,5,4,3,1,5,0.475,35952
6,3,5,4,9,3,7,4,9,8,4,3,7,4,7,1,6,2,2,6,0.5,35953
5,6,8,6,3,4,5,5,7,8,5,8,4,4,4,3,5,7,7,5,0.545,35954
3,3,6,4,3,5,4,7,1,4,6,5,6,5,4,1,7,4,7,6,0.455,35955
2,5,5,5,5,3,3,3,6,6,3,7,3,5,2,6,6,10,5,6,0.48,35956
4,4,2,1,3,3,6,8,6,4,7,8,4,6,10,5,7,4,2,3,0.485,35957
9,4,2,5,6,5,4,5,8,3,6,5,4,2,5,5,6,8,4,3,0.495,35958
3,6,4,4,6,3,5,4,4,8,2,7,3,7,6,3,6,11,7,6,0.525,35959
3,5,7,5,4,7,3,6,9,7,6,10,5,4,6,5,4,5,7,6,0.57,35960
6,0,7,3,7,6,8,7,4,8,6,2,6,7,5,5,4,4,5,10,0.55,35961
6,5,4,3,3,3,5,0,6,11,4,3,0,4,3,6,3,2,8,8,0.435,35962
2,3,2,4,4,5,6,8,2,5,6,10,8,4,3,8,2,5,9,6,0.51,35963
5,5,4,6,4,5,5,0,5,6,1,2,4,6,4,6,8,0,3,6,0.425,35964
